drug_id,drug_name,therapeutic_area,molecule_type,launch_year,region,month_year,units_sold,drug_price,competitor_1_price,competitor_2_price,competitor_3_price,insurance_coverage,hospital_tier,doctor_visits,marketing_spend,rep_visits,regulatory_flags,adverse_events,patient_income_level,total_revenue,market_share
D0013,Cardiolax,Cardiology,Biologic,2018,APAC,06-2021,194,363.85,485.89,238.12,277.86,55,Tier 3,52,90550.41,32,0,4,Low,70586.90000000001,62.38
D0160,Immunexa,Dermatology,Biologic,2011,LATAM,06-2021,207,127.64,286.37,247.6,397.22,62,Tier 1,51,53334.24,39,0,4,Low,26421.48,50.49
D0071,OncoCure,Immunology,Biosimilar,2007,LATAM,06-2021,189,67.25,107.8,244.57,286.82,97,Tier 3,44,23306.69,28,0,4,High,12710.25,39.87
D0187,Cardiolax,Rheumatology,Biosimilar,2016,APAC,06-2021,200,460.07,82.98,35.96,431.41,62,Tier 2,50,111748.49,33,0,6,Mid,92014.0,31.2
D0086,ArthroAid,Immunology,Biologic,2014,North America,06-2021,205,288.88,303.92,135.71,131.66,70,Tier 2,58,198161.96,28,0,4,Mid,59220.4,26.76
D0028,Immunexa,Rheumatology,Small Molecule,2009,APAC,06-2021,203,93.84,323.84,94.19,406.87,96,Tier 3,53,150227.94,27,0,7,Low,19049.52,22.38
D0066,OncoCure,Cardiology,Biosimilar,2014,North America,06-2021,211,400.85,45.45,445.49,106.07,44,Tier 1,47,72195.65,29,0,4,Mid,84579.35,18.79
D0170,Neuroxin,Dermatology,Small Molecule,2014,Europe,06-2021,218,459.17,136.64,151.99,410.3,45,Tier 2,59,167168.91,34,0,3,Low,100099.06,47.39
D0045,Pulmofix,Diabetes,Biosimilar,2022,Europe,06-2021,196,101.39,401.82,86.45,471.42,90,Tier 2,42,156106.96,28,0,2,High,19872.44,20.63
D0062,OncoCure,Cardiology,Small Molecule,2006,APAC,06-2021,196,412.36,43.82,77.49,181.13,40,Tier 2,47,63510.8,35,0,4,Mid,80822.56,17.69
D0185,Dermasol,Immunology,Small Molecule,2012,North America,06-2021,201,467.95,430.44,356.0,274.35,98,Tier 3,70,12718.42,30,0,3,High,94057.95,22.04
D0134,Diabetrol,Diabetes,Small Molecule,2016,APAC,06-2021,202,470.41,335.92,22.92,336.0,87,Tier 1,43,32450.9,39,0,1,Mid,95022.82,26.79
D0028,OncoCure,Rheumatology,Biologic,2008,APAC,06-2021,198,458.8,228.52,246.23,58.15,67,Tier 3,50,176688.18,33,0,4,Mid,90842.40000000001,26.47
D0028,OncoCure,Diabetes,Small Molecule,2007,North America,06-2021,216,282.28,186.29,77.06,257.16,57,Tier 1,57,168946.98,31,0,5,Mid,60972.479999999996,57.29
D0108,Pulmofix,Rheumatology,Small Molecule,2019,APAC,06-2021,208,190.98,29.24,427.84,193.08,63,Tier 1,42,66089.71,29,0,5,Low,39723.84,23.03
D0044,Diabetrol,Cardiology,Small Molecule,2020,Europe,06-2021,208,23.49,416.1,480.06,438.78,52,Tier 3,55,64187.13,26,2,4,High,4885.92,35.68
D0084,Dermasol,Immunology,Biosimilar,2017,LATAM,06-2021,208,49.24,88.51,480.2,440.81,72,Tier 2,63,160644.35,29,0,3,Low,10241.92,21.1
D0030,Immunexa,Neurology,Small Molecule,2012,LATAM,06-2021,211,225.84,168.58,232.14,356.37,49,Tier 1,45,188170.12,35,0,3,Low,47652.24,34.88
D0190,Immunexa,Immunology,Biosimilar,2015,APAC,06-2021,175,211.68,293.17,329.37,334.75,46,Tier 3,57,158036.08,21,0,6,High,37044.0,43.42
D0075,OncoCure,Rheumatology,Small Molecule,2008,North America,06-2021,193,108.66,138.08,307.86,372.17,76,Tier 2,46,125059.95,30,0,1,High,20971.38,29.42
D0128,ArthroAid,Oncology,Small Molecule,2011,North America,06-2021,204,209.83,258.63,188.02,195.67,71,Tier 1,32,56107.56,46,2,5,Low,42805.32,55.14
D0092,ArthroAid,Dermatology,Biologic,2011,Europe,06-2021,212,103.83,408.48,233.15,214.17,84,Tier 1,49,109892.1,31,0,4,Low,22011.96,59.22
D0190,Diabetrol,Pulmonology,Biosimilar,2005,North America,06-2021,207,427.42,245.86,50.88,285.78,61,Tier 2,45,54367.25,34,0,6,Low,88475.94,30.44
D0129,Diabetrol,Neurology,Small Molecule,2018,North America,07-2021,207,163.13,475.51,401.94,470.25,55,Tier 1,50,163522.17,24,0,6,High,33767.909999999996,18.35
D0121,Dermasol,Diabetes,Biosimilar,2006,Europe,07-2021,232,307.31,426.8,135.59,367.52,63,Tier 3,50,83522.61,31,0,8,Low,71295.92,23.41
D0027,Pulmofix,Neurology,Biosimilar,2002,APAC,07-2021,187,261.36,179.86,241.05,284.47,91,Tier 1,64,168402.47,32,0,4,High,48874.32,17.84
D0190,Neuroxin,Dermatology,Biologic,2015,LATAM,07-2021,212,44.9,211.98,250.7,389.8,93,Tier 1,47,82505.75,29,0,1,Low,9518.8,47.32
D0121,Immunexa,Diabetes,Biologic,2017,Europe,07-2021,205,472.27,223.2,289.14,198.03,53,Tier 2,38,166588.39,23,0,7,High,96815.34999999999,51.38
D0116,Pulmofix,Dermatology,Biologic,2015,APAC,07-2021,199,273.07,320.57,412.58,370.62,50,Tier 3,49,73330.38,24,1,9,Low,54340.93,37.13
D0003,Cardiolax,Diabetes,Biologic,2022,Europe,07-2021,224,176.03,157.66,352.1,217.12,58,Tier 2,61,93625.21,25,0,2,Mid,39430.72,20.02
D0103,Immunexa,Neurology,Biologic,2006,APAC,07-2021,188,95.9,485.24,338.27,154.24,62,Tier 3,56,126942.8,39,0,5,Mid,18029.2,16.8
D0198,Pulmofix,Diabetes,Biologic,2003,Europe,07-2021,211,182.49,312.17,272.84,312.67,73,Tier 2,53,23354.65,25,0,6,High,38505.39,61.16
D0200,Immunexa,Diabetes,Biologic,2007,APAC,07-2021,221,29.85,211.71,66.06,349.7,99,Tier 1,54,190159.34,39,0,2,High,6596.85,35.88
D0155,Neuroxin,Oncology,Biologic,2012,Europe,07-2021,194,194.51,329.6,212.96,240.46,79,Tier 3,44,118985.1,31,0,10,Mid,37734.939999999995,16.36
D0137,Cardiolax,Immunology,Small Molecule,2012,APAC,07-2021,200,275.11,209.79,479.51,291.44,52,Tier 3,49,106485.8,28,0,5,High,55022.0,17.11
D0062,ArthroAid,Immunology,Biosimilar,2016,Europe,07-2021,226,438.5,412.54,497.86,353.15,78,Tier 1,57,169484.85,33,0,2,High,99101.0,27.66
D0165,ArthroAid,Pulmonology,Biologic,2016,LATAM,07-2021,222,349.94,292.56,370.64,388.5,83,Tier 2,64,174494.92,26,0,5,Mid,77686.68,38.34
D0051,Neuroxin,Pulmonology,Biologic,2004,LATAM,07-2021,216,73.56,40.15,129.21,449.87,67,Tier 3,53,109229.48,24,0,7,Low,15888.960000000001,30.77
D0172,Dermasol,Rheumatology,Biosimilar,2005,North America,07-2021,189,90.92,104.84,68.91,190.18,79,Tier 1,61,186179.84,37,0,5,High,17183.88,33.87
D0152,Cardiolax,Rheumatology,Small Molecule,2018,APAC,07-2021,187,225.5,435.2,219.09,476.71,55,Tier 1,53,22300.18,27,0,5,High,42168.5,16.22
D0059,OncoCure,Rheumatology,Biosimilar,2012,Europe,07-2021,188,113.94,290.19,431.15,325.89,89,Tier 3,47,31512.9,29,0,3,Low,21420.72,30.77
D0118,Pulmofix,Oncology,Biosimilar,2013,APAC,07-2021,208,33.37,476.16,366.49,398.1,90,Tier 3,58,123389.76,27,0,7,Low,6940.959999999999,58.76
D0160,Cardiolax,Pulmonology,Biologic,2021,LATAM,07-2021,201,406.41,54.76,444.27,355.89,67,Tier 3,45,77272.51,32,0,2,High,81688.41,22.19
D0096,Dermasol,Dermatology,Biosimilar,2003,APAC,07-2021,174,29.37,161.73,315.57,118.67,43,Tier 1,70,98202.78,27,1,11,High,5110.38,17.99
D0180,Dermasol,Rheumatology,Biosimilar,2006,Europe,07-2021,193,418.73,112.9,82.56,54.29,67,Tier 2,49,72335.05,32,0,6,Low,80814.89,19.42
D0113,Neuroxin,Rheumatology,Biologic,2007,APAC,07-2021,201,89.17,285.84,75.1,368.62,96,Tier 2,39,86897.81,39,0,5,High,17923.170000000002,25.54
D0062,Immunexa,Neurology,Biologic,2012,Europe,07-2021,179,487.85,203.74,43.04,265.31,99,Tier 3,46,166302.81,30,0,6,Low,87325.15000000001,21.28
D0186,Cardiolax,Cardiology,Biologic,2005,LATAM,07-2021,198,309.86,95.49,292.2,357.06,51,Tier 1,53,122760.48,35,0,4,Low,61352.280000000006,19.51
D0052,Pulmofix,Dermatology,Biologic,2005,LATAM,07-2021,216,372.79,328.52,136.59,248.88,55,Tier 1,41,199495.46,26,1,4,High,80522.64,19.1
D0012,Cardiolax,Rheumatology,Biosimilar,2020,LATAM,07-2021,177,73.03,277.42,372.5,169.87,92,Tier 3,49,159507.05,32,0,5,High,12926.31,25.76
D0039,Diabetrol,Rheumatology,Biosimilar,2002,North America,07-2021,184,433.81,151.87,349.4,156.81,93,Tier 1,59,61996.59,32,0,5,Low,79821.04,16.31
D0130,Immunexa,Rheumatology,Small Molecule,2002,LATAM,07-2021,194,422.81,250.29,172.69,370.66,88,Tier 1,47,60225.57,27,0,1,High,82025.14,46.41
D0131,Pulmofix,Cardiology,Small Molecule,2012,APAC,07-2021,187,333.44,377.95,104.86,152.85,75,Tier 1,57,73820.67,36,0,7,Low,62353.28,37.55
D0113,ArthroAid,Cardiology,Biosimilar,2021,North America,07-2021,185,261.09,118.53,69.15,363.04,59,Tier 3,40,170219.3,34,0,9,Mid,48301.649999999994,28.33
D0101,Pulmofix,Oncology,Small Molecule,2001,LATAM,08-2021,200,366.31,160.59,373.91,204.3,65,Tier 3,71,15184.65,28,0,6,Mid,73262.0,35.4
D0113,OncoCure,Dermatology,Biosimilar,2015,APAC,08-2021,197,22.85,186.13,236.21,390.03,95,Tier 3,39,53734.44,30,0,6,Low,4501.450000000001,45.71
D0184,Neuroxin,Oncology,Small Molecule,2021,APAC,08-2021,185,304.37,378.43,175.29,88.55,95,Tier 2,55,181934.5,24,1,3,Low,56308.450000000004,15.84
D0081,OncoCure,Diabetes,Biologic,2005,APAC,08-2021,199,426.75,426.52,431.19,118.39,65,Tier 2,46,131580.32,40,0,6,High,84923.25,18.37
D0187,Pulmofix,Cardiology,Small Molecule,2007,Europe,08-2021,188,191.31,200.67,304.93,349.24,61,Tier 3,46,53100.95,35,0,8,Low,35966.28,17.46
D0113,Immunexa,Neurology,Biologic,2022,North America,08-2021,220,71.98,162.38,268.64,288.91,95,Tier 1,57,51637.54,21,0,8,Low,15835.6,34.7
D0002,Cardiolax,Pulmonology,Biologic,2007,APAC,08-2021,188,222.02,446.93,376.82,117.86,48,Tier 1,46,173897.44,44,0,8,High,41739.76,32.03
D0130,ArthroAid,Neurology,Biologic,2005,Europe,08-2021,215,369.01,499.7,411.48,453.36,44,Tier 3,49,179813.93,28,0,6,High,79337.15,19.67
D0054,Cardiolax,Pulmonology,Biologic,2013,LATAM,08-2021,199,71.5,341.77,349.32,152.45,56,Tier 1,58,58664.91,21,0,4,Mid,14228.5,33.39
D0087,Immunexa,Cardiology,Small Molecule,2002,APAC,08-2021,175,118.9,495.19,231.2,222.11,88,Tier 1,58,89896.97,28,1,3,Low,20807.5,31.65
D0129,Pulmofix,Cardiology,Biosimilar,2009,Europe,08-2021,178,90.82,336.78,202.06,117.1,73,Tier 2,52,168573.19,27,0,5,Low,16165.96,27.34
D0147,Dermasol,Cardiology,Biologic,2002,APAC,08-2021,189,402.53,372.06,390.4,206.25,41,Tier 1,50,156491.41,24,0,5,Mid,76078.17,18.64
D0126,Cardiolax,Oncology,Small Molecule,2011,North America,08-2021,199,50.19,206.55,268.6,255.99,92,Tier 1,55,164644.06,39,0,3,Low,9987.81,25.32
D0130,Dermasol,Dermatology,Biologic,2016,North America,08-2021,190,349.56,227.82,358.11,161.72,94,Tier 3,51,108495.66,27,0,4,High,66416.4,54.13
D0053,Cardiolax,Pulmonology,Small Molecule,2004,LATAM,08-2021,184,195.9,89.19,447.39,389.16,46,Tier 2,62,183194.32,27,0,6,Low,36045.6,15.83
D0172,Cardiolax,Dermatology,Small Molecule,2019,APAC,08-2021,192,382.78,414.92,459.63,209.09,75,Tier 2,41,71930.79,32,0,4,High,73493.76,55.65
D0160,ArthroAid,Oncology,Small Molecule,2008,Europe,08-2021,208,482.9,466.91,153.3,370.16,52,Tier 1,39,39767.71,29,0,6,Low,100443.2,32.25
D0198,Neuroxin,Oncology,Biosimilar,2020,LATAM,08-2021,198,74.98,319.25,110.19,119.39,59,Tier 3,38,144659.14,28,0,3,Mid,14846.04,29.46
D0160,Neuroxin,Immunology,Small Molecule,2019,APAC,08-2021,221,170.9,184.95,145.42,200.98,69,Tier 2,63,112477.34,31,0,3,High,37768.9,18.46
D0068,Diabetrol,Neurology,Small Molecule,2006,LATAM,08-2021,185,408.86,93.93,380.66,23.87,69,Tier 2,38,172371.3,33,2,4,High,75639.1,24.41
D0183,OncoCure,Neurology,Biosimilar,2021,Europe,08-2021,203,147.76,147.27,197.63,384.15,50,Tier 1,51,25420.26,23,0,5,Mid,29995.28,49.03
D0184,Immunexa,Diabetes,Biosimilar,2003,LATAM,08-2021,185,123.26,142.6,103.23,320.43,70,Tier 2,58,170301.56,30,0,3,High,22803.100000000002,33.45
D0123,Immunexa,Rheumatology,Small Molecule,2012,LATAM,08-2021,214,416.18,314.49,67.23,412.56,97,Tier 3,51,65725.98,41,0,9,Mid,89062.52,33.59
D0145,Immunexa,Oncology,Biosimilar,2012,LATAM,08-2021,196,493.8,473.62,177.11,238.69,42,Tier 3,46,134422.58,28,0,3,Low,96784.8,21.44
D0038,Diabetrol,Pulmonology,Biologic,2009,APAC,08-2021,188,287.3,43.17,85.35,403.88,98,Tier 2,44,17624.47,31,0,4,Mid,54012.4,17.38
D0024,Neuroxin,Immunology,Biologic,2017,Europe,08-2021,212,153.46,20.49,95.06,330.84,41,Tier 3,47,125820.45,30,0,5,Low,32533.52,17.76
D0069,Pulmofix,Immunology,Biosimilar,2016,North America,08-2021,172,211.31,308.09,348.26,21.73,87,Tier 3,62,146281.62,32,0,1,High,36345.32,18.09
D0116,Dermasol,Rheumatology,Biosimilar,2019,APAC,08-2021,201,101.66,156.35,29.47,141.77,42,Tier 1,53,80062.54,30,0,2,High,20433.66,22.69
D0098,ArthroAid,Dermatology,Small Molecule,2019,North America,08-2021,212,385.71,442.66,76.43,257.07,95,Tier 2,61,50928.03,28,0,5,Mid,81770.51999999999,20.02
D0198,Dermasol,Rheumatology,Biosimilar,2012,North America,08-2021,190,391.27,177.08,425.3,316.97,54,Tier 2,56,112149.83,29,0,6,Low,74341.3,21.28
D0139,Pulmofix,Rheumatology,Small Molecule,2016,APAC,08-2021,196,440.06,159.07,425.56,51.48,56,Tier 1,45,168306.25,33,0,3,Mid,86251.76,51.58
D0144,ArthroAid,Rheumatology,Biologic,2021,APAC,09-2021,201,32.77,149.37,178.04,358.44,87,Tier 1,68,71474.0,24,0,5,High,6586.77,29.91
D0097,Diabetrol,Neurology,Biosimilar,2003,Europe,09-2021,222,289.75,89.53,62.22,280.9,91,Tier 1,46,57969.17,26,0,5,High,64324.5,56.06
D0124,Pulmofix,Oncology,Small Molecule,2000,Europe,09-2021,170,122.84,299.13,358.39,272.37,46,Tier 1,63,62997.71,33,2,6,Low,20882.8,19.65
D0187,Immunexa,Diabetes,Small Molecule,2000,LATAM,09-2021,183,183.62,100.74,192.86,160.18,87,Tier 3,44,190335.11,28,0,1,Low,33602.46,17.61
D0070,OncoCure,Oncology,Biologic,2014,North America,09-2021,210,396.78,223.82,41.82,305.52,44,Tier 3,58,78262.61,26,0,6,High,83323.79999999999,25.7
D0093,Cardiolax,Dermatology,Biosimilar,2012,Europe,09-2021,189,112.18,241.27,95.76,33.2,73,Tier 1,47,10684.81,21,0,5,High,21202.02,36.63
D0003,Dermasol,Cardiology,Biologic,2016,LATAM,09-2021,199,326.4,29.84,85.86,51.06,72,Tier 2,56,158519.43,36,0,7,Low,64953.6,22.28
D0148,Neuroxin,Rheumatology,Small Molecule,2007,Europe,09-2021,194,334.19,28.07,302.78,372.26,93,Tier 2,62,142862.21,19,0,2,Mid,64832.86,28.24
D0187,Neuroxin,Oncology,Small Molecule,2017,APAC,09-2021,200,477.97,269.7,451.1,174.51,84,Tier 2,58,34427.97,26,0,2,Mid,95594.0,63.69
D0164,Diabetrol,Dermatology,Biosimilar,2012,Europe,09-2021,203,392.08,354.1,400.67,186.54,55,Tier 1,53,197131.81,30,0,3,Low,79592.23999999999,18.21
D0147,ArthroAid,Cardiology,Small Molecule,2022,North America,09-2021,217,405.74,472.23,282.33,120.02,76,Tier 3,61,125531.83,27,1,2,Low,88045.58,43.66
D0090,Neuroxin,Cardiology,Biosimilar,2013,Europe,09-2021,195,275.17,105.98,222.63,233.9,42,Tier 3,48,105148.1,41,0,4,Low,53658.15,24.31
D0195,Immunexa,Rheumatology,Biologic,2007,North America,09-2021,214,109.65,69.56,316.96,44.96,98,Tier 3,45,82621.66,34,0,3,High,23465.100000000002,32.87
D0147,Dermasol,Diabetes,Biosimilar,2007,APAC,09-2021,189,224.27,45.0,233.03,164.17,98,Tier 3,45,180747.82,42,1,5,Mid,42387.03,34.3
D0148,Pulmofix,Pulmonology,Biosimilar,2014,North America,09-2021,183,283.75,229.3,138.13,273.02,86,Tier 2,50,56353.06,34,0,5,Low,51926.25,50.83
D0096,Immunexa,Neurology,Small Molecule,2012,Europe,09-2021,190,345.64,319.11,346.01,243.5,87,Tier 2,57,64296.09,32,0,5,Mid,65671.59999999999,36.68
D0199,Diabetrol,Oncology,Small Molecule,2006,LATAM,09-2021,193,311.7,423.47,439.16,499.84,82,Tier 3,51,33258.05,28,0,7,High,60158.1,18.61
D0052,Immunexa,Cardiology,Biosimilar,2004,APAC,09-2021,205,209.11,347.67,198.98,206.61,96,Tier 1,46,154232.63,22,0,4,High,42867.55,61.38
D0161,Pulmofix,Oncology,Small Molecule,2016,Europe,09-2021,236,147.35,120.01,423.94,205.76,90,Tier 3,57,123154.36,28,0,4,Low,34774.6,33.29
D0168,OncoCure,Pulmonology,Small Molecule,2015,APAC,09-2021,209,100.75,241.65,226.92,261.72,89,Tier 3,44,125722.57,38,0,3,Low,21056.75,45.14
D0128,Diabetrol,Neurology,Small Molecule,2022,APAC,09-2021,193,353.05,456.97,212.64,111.35,60,Tier 1,66,51509.38,32,0,6,Low,68138.65000000001,17.4
D0039,OncoCure,Pulmonology,Biosimilar,2001,Europe,09-2021,205,329.79,176.84,33.6,440.63,80,Tier 3,54,133721.99,39,0,4,Low,67606.95,41.92
D0082,Cardiolax,Neurology,Small Molecule,2021,Europe,09-2021,201,349.94,259.39,353.73,294.69,47,Tier 2,55,155437.1,24,0,5,Mid,70337.94,26.87
D0104,OncoCure,Immunology,Biosimilar,2017,LATAM,09-2021,211,198.81,480.11,407.6,112.21,61,Tier 1,53,77998.82,33,0,5,Low,41948.91,17.9
D0129,Cardiolax,Neurology,Small Molecule,2016,APAC,09-2021,183,145.96,372.66,338.51,400.85,90,Tier 1,54,162255.96,21,0,7,Mid,26710.68,25.1
D0011,Cardiolax,Rheumatology,Biologic,2006,APAC,09-2021,195,384.67,378.92,92.65,36.48,93,Tier 3,44,76270.21,33,0,3,High,75010.65000000001,26.86
D0185,OncoCure,Diabetes,Small Molecule,2012,Europe,09-2021,194,391.35,141.12,69.58,491.63,44,Tier 2,41,154046.31,28,0,7,High,75921.90000000001,18.3
D0178,Diabetrol,Pulmonology,Small Molecule,2017,North America,09-2021,174,238.7,219.06,294.97,435.27,56,Tier 2,52,16408.72,34,0,3,Mid,41533.799999999996,39.37
D0151,ArthroAid,Cardiology,Biosimilar,2013,Europe,09-2021,204,313.71,59.52,212.73,298.23,76,Tier 2,46,114721.27,31,0,6,Mid,63996.84,53.12
D0159,Pulmofix,Rheumatology,Biosimilar,2017,APAC,09-2021,169,199.29,311.13,225.97,73.42,53,Tier 3,52,194210.05,31,0,6,Low,33680.01,15.85
D0042,Immunexa,Immunology,Small Molecule,2012,Europe,10-2021,209,356.93,69.79,484.54,123.33,78,Tier 3,45,196436.47,36,0,3,Low,74598.37,40.35
D0099,Immunexa,Diabetes,Biologic,2010,LATAM,10-2021,198,421.15,421.24,367.48,154.13,80,Tier 2,53,63532.99,23,0,5,Low,83387.7,35.61
D0007,Pulmofix,Oncology,Small Molecule,2020,North America,10-2021,191,350.35,410.99,217.66,135.7,67,Tier 3,45,93865.83,31,0,4,High,66916.85,22.77
D0144,Dermasol,Rheumatology,Small Molecule,2020,Europe,10-2021,222,266.04,276.13,29.17,258.81,70,Tier 2,44,21965.8,40,1,7,Mid,59060.880000000005,36.57
D0090,Dermasol,Pulmonology,Biologic,2015,LATAM,10-2021,204,240.16,87.76,36.37,473.39,56,Tier 3,43,175934.85,31,0,6,Mid,48992.64,57.14
D0112,Cardiolax,Dermatology,Biosimilar,2022,APAC,10-2021,205,328.31,32.28,348.71,233.2,74,Tier 1,55,118028.71,28,0,4,Mid,67303.55,26.52
D0060,Cardiolax,Dermatology,Small Molecule,2016,Europe,10-2021,187,346.31,402.42,422.11,337.55,79,Tier 1,46,83169.13,29,0,3,Mid,64759.97,28.55
D0113,Diabetrol,Cardiology,Biosimilar,2007,APAC,10-2021,215,288.19,308.07,359.7,350.52,61,Tier 3,53,31426.41,30,0,4,Low,61960.85,20.71
D0002,Neuroxin,Neurology,Biosimilar,2018,LATAM,10-2021,199,319.97,361.25,214.83,438.36,84,Tier 3,46,189885.78,36,1,3,Low,63674.030000000006,17.27
D0129,OncoCure,Cardiology,Biologic,2019,APAC,10-2021,206,66.36,165.83,34.95,36.23,87,Tier 2,43,110741.62,28,1,10,Mid,13670.16,50.86
D0048,Cardiolax,Dermatology,Biologic,2014,LATAM,10-2021,198,476.85,264.55,484.35,214.08,92,Tier 1,43,63756.31,36,0,4,Low,94416.3,22.15
D0140,Immunexa,Oncology,Biosimilar,2008,LATAM,10-2021,226,399.57,378.64,493.44,396.67,68,Tier 2,55,76540.87,23,0,1,High,90302.81999999999,21.52
D0197,Diabetrol,Immunology,Small Molecule,2019,LATAM,10-2021,185,199.49,242.03,283.69,411.14,49,Tier 3,49,61432.46,24,0,3,Low,36905.65,17.45
D0037,OncoCure,Immunology,Biosimilar,2009,Europe,10-2021,168,290.15,308.66,53.92,465.12,57,Tier 2,48,124343.86,33,0,4,High,48745.2,19.42
D0160,Diabetrol,Pulmonology,Small Molecule,2011,APAC,10-2021,227,42.72,399.07,279.67,357.34,74,Tier 2,51,186693.08,36,0,4,High,9697.44,25.19
D0009,OncoCure,Immunology,Small Molecule,2020,APAC,10-2021,195,39.79,123.31,448.32,137.67,83,Tier 3,57,172771.82,35,0,4,Mid,7759.05,26.32
D0099,OncoCure,Pulmonology,Biologic,2022,North America,10-2021,217,140.38,51.65,346.39,262.72,55,Tier 1,55,97472.37,34,0,5,Mid,30462.46,42.72
D0147,Pulmofix,Rheumatology,Small Molecule,2019,North America,10-2021,205,351.06,275.28,365.59,35.53,89,Tier 2,47,167034.88,27,0,5,Low,71967.3,28.55
D0048,Cardiolax,Pulmonology,Small Molecule,2000,North America,10-2021,197,429.03,49.82,60.79,330.53,88,Tier 3,50,90390.04,32,0,7,Mid,84518.90999999999,25.32
D0131,ArthroAid,Rheumatology,Biosimilar,2019,North America,10-2021,191,288.41,387.95,71.13,286.06,46,Tier 2,49,57938.36,32,0,5,High,55086.310000000005,49.87
D0148,Diabetrol,Pulmonology,Biologic,2008,APAC,10-2021,247,275.42,365.22,81.13,340.08,69,Tier 3,58,196848.87,25,0,11,High,68028.74,41.24
D0152,ArthroAid,Dermatology,Small Molecule,2021,LATAM,10-2021,196,213.11,443.22,454.1,466.47,58,Tier 3,41,67738.64,29,0,4,Low,41769.560000000005,20.74
D0054,Diabetrol,Dermatology,Small Molecule,2014,LATAM,10-2021,200,97.57,326.99,272.41,349.89,94,Tier 3,38,71507.6,25,0,3,High,19514.0,23.26
D0120,Pulmofix,Neurology,Biologic,2000,Europe,10-2021,196,76.81,52.25,399.96,173.82,99,Tier 1,47,198041.64,32,0,4,Mid,15054.76,21.12
D0161,Immunexa,Rheumatology,Biosimilar,2011,LATAM,10-2021,214,385.13,141.51,75.34,115.39,62,Tier 1,59,35446.22,31,0,0,Low,82417.81999999999,60.8
D0152,ArthroAid,Diabetes,Biologic,2002,APAC,10-2021,206,465.2,407.81,465.27,430.23,47,Tier 3,47,154501.46,30,0,6,Low,95831.2,24.21
D0116,Immunexa,Rheumatology,Biologic,2010,APAC,10-2021,187,239.98,100.22,414.15,113.28,56,Tier 1,51,187804.42,38,0,7,Low,44876.259999999995,29.04
D0075,Dermasol,Pulmonology,Small Molecule,2001,APAC,10-2021,194,336.53,355.27,127.89,97.57,60,Tier 2,41,107241.05,24,0,1,Mid,65286.81999999999,18.11
D0113,Cardiolax,Pulmonology,Small Molecule,2015,Europe,10-2021,209,458.94,394.52,439.61,119.17,65,Tier 1,57,10479.13,24,0,5,High,95918.46,65.93
D0200,Cardiolax,Diabetes,Biosimilar,2008,North America,10-2021,217,63.25,178.45,146.45,264.24,96,Tier 1,39,81261.2,37,0,6,Mid,13725.25,43.06
D0164,Neuroxin,Cardiology,Small Molecule,2014,LATAM,10-2021,210,389.83,174.7,118.56,79.61,67,Tier 2,52,31198.11,28,0,4,Low,81864.3,22.9
D0166,Pulmofix,Pulmonology,Small Molecule,2011,APAC,11-2021,181,316.07,287.75,146.84,470.3,98,Tier 2,56,89075.66,33,0,3,High,57208.67,19.57
D0104,Immunexa,Neurology,Biologic,2000,APAC,11-2021,221,307.35,433.42,456.78,483.8,78,Tier 2,53,160105.08,29,0,3,Low,67924.35,22.21
D0084,OncoCure,Immunology,Small Molecule,2012,North America,11-2021,182,160.42,127.47,459.48,487.42,72,Tier 3,48,93355.19,35,0,3,Mid,29196.44,43.33
D0112,Diabetrol,Immunology,Biosimilar,2013,APAC,11-2021,216,348.27,471.8,177.92,38.78,79,Tier 2,66,92065.77,39,0,4,Low,75226.31999999999,35.24
D0099,Cardiolax,Oncology,Biologic,2007,LATAM,11-2021,201,401.5,307.58,358.61,474.17,58,Tier 2,51,115790.0,39,2,6,Mid,80701.5,52.89
D0153,ArthroAid,Oncology,Biosimilar,2007,Europe,11-2021,176,74.17,496.22,344.36,498.76,68,Tier 2,44,120521.21,22,0,3,Low,13053.92,20.05
D0093,Diabetrol,Immunology,Biologic,2011,APAC,11-2021,208,276.09,63.01,407.15,472.37,59,Tier 3,52,172696.3,27,0,4,Low,57426.719999999994,36.94
D0146,Diabetrol,Immunology,Small Molecule,2000,LATAM,11-2021,187,68.61,80.75,162.32,342.05,59,Tier 1,56,68587.53,34,0,6,Low,12830.07,19.77
D0128,Neuroxin,Dermatology,Biologic,2010,APAC,11-2021,187,438.84,416.79,264.87,356.59,49,Tier 3,70,166117.54,29,0,5,Mid,82063.08,40.22
D0110,Immunexa,Neurology,Biologic,2007,North America,11-2021,242,263.67,435.08,340.48,78.68,51,Tier 1,52,117527.41,31,0,7,Mid,63808.14000000001,40.47
D0082,Cardiolax,Diabetes,Small Molecule,2009,APAC,11-2021,229,407.82,233.82,32.6,439.66,95,Tier 2,46,67100.61,39,1,5,Mid,93390.78,41.94
D0194,Diabetrol,Oncology,Small Molecule,2018,APAC,11-2021,203,196.68,362.75,200.83,48.63,72,Tier 3,56,66073.95,36,0,1,Mid,39926.04,35.68
D0054,Cardiolax,Dermatology,Biosimilar,2010,Europe,11-2021,240,80.04,436.43,354.03,172.51,95,Tier 3,55,78616.13,26,0,8,Mid,19209.600000000002,36.59
